ERR2604082	ERR2604082__k119_20147	phylum	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota
ERR2604082	ERR2604082__k119_39500	superkingdom	-_cellular organisms;d_Bacteria
ERR2604082	ERR2604082__k119_101297	family	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae
ERR2604082	ERR2604082__k119_21358	superkingdom	-_cellular organisms;d_Bacteria
ERR2604082	ERR2604082__k119_3180	clade	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda
ERR2604082	ERR2604082__k119_41229	no rank	-_cellular organisms
ERR2604082	ERR2604082__k119_46275	order	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhodobacterales
ERR2604104	ERR2604104__k119_237638	superkingdom	-_cellular organisms;d_Bacteria
ERR2604104	ERR2604104__k119_96120	superkingdom	-_cellular organisms;d_Bacteria
ERR2604104	ERR2604104__k119_157035	superkingdom	-_cellular organisms;d_Bacteria
ERR2604104	ERR2604104__k119_117163	superkingdom	-_cellular organisms;d_Bacteria
ERR2604104	ERR2604104__k119_127452	no rank	-_cellular organisms
ERR2604104	ERR2604104__k119_16618	class	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria
ERR2604104	ERR2604104__k119_189328	phylum	-_cellular organisms;d_Bacteria;p_Pseudomonadota
ERR2604104	ERR2604104__k119_149988	class	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria
ERR2604104	ERR2604104__k119_6490	class	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria
ERR2604104	ERR2604104__k119_130174	superkingdom	-_cellular organisms;d_Bacteria
ERR2604095	ERR2604095__k119_126055	superkingdom	-_cellular organisms;d_Bacteria
ERR2604095	ERR2604095__k119_230819	strain	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli;-_Escherichia coli K-12
ERR2604095	ERR2604095__k119_100703	family	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae
ERR2604095	ERR2604095__k119_110774	strain	-_cellular organisms;d_Archaea;p_Euryarchaeota;-_Stenosarchaea group;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Haloarcula;s_Haloarcula japonica;-_Haloarcula japonica DSM 6131
ERR2604095	ERR2604095__k119_50189	class	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria
ERR2604095	ERR2604095__k119_33659	superkingdom	-_cellular organisms;d_Bacteria
ERR2604095	ERR2604095__k119_94406	phylum	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota
ERR2604096	ERR2604096__k119_140006	class	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria
ERR2604096	ERR2604096__k119_35740	strain	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Sphingomonadales;f_Zymomonadaceae;g_Zymomonas;s_Zymomonas mobilis;-_Zymomonas mobilis subsp. mobilis;-_Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821
ERR2604096	ERR2604096__k119_70770	class	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria
ERR2604106	ERR2604106__k119_152932	species	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Methylococcales;f_Methylococcaceae;g_Methylomonas;-_unclassified Methylomonas;s_Methylomonas sp.
ERR2604106	ERR2604106__k119_166093	no rank	-_cellular organisms
